objectid,objecttype,attributeid,attributetype
chndm_1938-57-1070-198,object,1880s,date
chndm_1938-57-1070-230,object,1870s,date
chndm_1938-57-1070-37,object,1890s,date
chndm_1938-57-1070-37,object,1900s,date
chndm_1938-57-108,object,1850s,date
chndm_1938-57-108,object,1860s,date
chndm_1938-57-1219-b,object,1800s,date
chndm_1938-57-1219-b,object,1900s,date
chndm_1938-57-1518,object,1860s,date
chndm_1938-57-321,object,1820s,date
chndm_1938-57-418-e,object,1750s,date
chndm_1938-57-418-e,object,1800s,date
chndm_1938-57-489-a_b,object,1790s,date
chndm_1938-57-489-a_b,object,1830s,date
chndm_1938-57-730-l,object,1800s,date
chndm_1938-57-730-l,object,1900s,date
chndm_1938-57-736-c,object,1800s,date
chndm_1938-57-736-c,object,1900s,date
chndm_1938-58-1092,object,1810s,date
chndm_1938-58-1092,object,1830s,date
chndm_1938-58-1424,object,1800s,date
chndm_1938-58-1424,object,1900s,date
chndm_1938-62-21,object,1840s,date
chndm_1938-62-21,object,1850s,date
chndm_1938-62-28,object,1820s,date
chndm_1938-62-28,object,1830s,date
chndm_1938-73-1,object,1700s,date
chndm_1938-73-1,object,1790s,date
chndm_1938-82-106-a_d,object,1910s,date
chndm_1938-88-1005,object,1770s,date
chndm_1938-88-2476,object,1620s,date
chndm_1938-88-2476,object,1650s,date
chndm_1938-88-2601,object,1560s,date
chndm_1938-88-2601,object,1600s,date
chndm_1938-88-2621,object,1580s,date
chndm_1938-88-2621,object,1590s,date
chndm_1938-88-270,object,1840s,date
chndm_1938-88-270,object,1850s,date
chndm_1938-88-2797,object,1700s,date
chndm_1938-88-2797,object,1800s,date
chndm_1938-88-284,object,1800s,date
chndm_1938-88-284,object,1820s,date
chndm_1938-88-2948,object,1750s,date
chndm_1938-88-2948,object,1770s,date
chndm_1938-88-2966,object,1750s,date
chndm_1938-88-2966,object,1770s,date
chndm_1938-88-2996,object,1730s,date
chndm_1938-88-2996,object,1740s,date
chndm_1938-88-3090,object,1810s,date
chndm_1938-88-3129,object,1720s,date
chndm_1938-88-3129,object,1750s,date
chndm_1938-88-321,object,1800s,date
chndm_1938-88-321,object,1820s,date
chndm_1938-88-3313,object,1770s,date
chndm_1938-88-3313,object,1780s,date
chndm_1938-88-3498,object,1720s,date
chndm_1938-88-3498,object,1740s,date
chndm_1938-88-3540,object,1770s,date
chndm_1938-88-3540,object,1780s,date
chndm_1938-88-3647,object,1630s,date
chndm_1938-88-3764,object,1790s,date
chndm_1938-88-416,object,1800s,date
chndm_1938-88-416,object,1820s,date
chndm_1938-88-4310,object,1720s,date
chndm_1938-88-4310,object,1770s,date
chndm_1938-88-4458,object,1700s,date
chndm_1938-88-4458,object,1770s,date
chndm_1938-88-4616,object,1780s,date
chndm_1938-88-4616,object,1800s,date
chndm_1938-88-4620,object,1780s,date
chndm_1938-88-4620,object,1800s,date
chndm_1938-88-467,object,1810s,date
chndm_1938-88-467,object,1820s,date
chndm_1938-88-473,object,1810s,date
chndm_1938-88-473,object,1830s,date
chndm_1938-88-5386,object,1800s,date
chndm_1938-88-5386,object,1820s,date
chndm_1938-88-570,object,1810s,date
chndm_1938-88-570,object,1840s,date
chndm_1938-88-599,object,1770s,date
chndm_1938-88-599,object,1790s,date
chndm_1938-88-687,object,1820s,date
chndm_1938-88-687,object,1850s,date
chndm_1938-88-699,object,1800s,date
chndm_1938-88-699,object,1810s,date
chndm_1938-88-7057,object,1740s,date
chndm_1938-88-7057,object,1760s,date
chndm_1938-88-7160,object,1770s,date
chndm_1938-88-7160,object,1790s,date
chndm_1938-88-7161,object,1770s,date
chndm_1938-88-7161,object,1790s,date
chndm_1938-88-7279,object,1710s,date
chndm_1938-88-7279,object,1720s,date
chndm_1938-88-733,object,1810s,date
chndm_1938-88-733,object,1830s,date
chndm_1938-88-736,object,1820s,date
chndm_1938-88-736,object,1870s,date
chndm_1938-88-746,object,1810s,date
chndm_1938-88-746,object,1830s,date
chndm_1938-88-793,object,1770s,date
chndm_1938-88-793,object,1790s,date
chndm_1938-88-8164,object,1790s,date
chndm_1938-88-8164,object,1800s,date
chndm_1938-88-8417,object,1570s,date
chndm_1938-88-860,object,1770s,date
chndm_1938-88-860,object,1800s,date
chndm_1938-88-88,object,1830s,date
chndm_1938-88-88,object,1840s,date
chndm_1938-88-893,object,1760s,date
chndm_1938-88-893,object,1780s,date
chndm_1938-9-2,object,1770s,date
chndm_1938-9-2,object,1820s,date
chndm_1939-12-4,object,1800s,date
chndm_1939-12-4,object,1900s,date
chndm_1939-27-21,object,1840s,date
chndm_1939-27-21,object,1860s,date
chndm_1939-55-1,object,1870s,date
chndm_1939-55-1,object,1910s,date
chndm_1939-57-13,object,1750s,date
chndm_1939-57-13,object,1800s,date
chndm_1939-64-14-a_d,object,1600s,date
chndm_1939-64-14-a_d,object,1700s,date
chndm_1939-66-12-b_c,object,1700s,date
chndm_1939-66-12-b_c,object,1890s,date
chndm_1939-66-37,object,1800s,date
chndm_1939-66-37,object,1900s,date
chndm_1939-69-2,object,1870s,date
chndm_1939-69-2,object,1900s,date
chndm_1939-7-3,object,1700s,date
chndm_1939-7-3,object,1800s,date
chndm_1939-84-42-c,object,1910s,date
chndm_1939-85-22,object,1880s,date
chndm_1940-105-1,object,1870s,date
chndm_1940-105-1,object,1900s,date
chndm_1940-110-3,object,1720s,date
chndm_1940-110-3,object,1730s,date
chndm_1940-117-7,object,1860s,date
chndm_1940-120-37,object,1820s,date
chndm_1940-120-37,object,1830s,date
chndm_1940-21-37,object,1700s,date
chndm_1940-21-37,object,1720s,date
chndm_1940-66-2-a_d,object,1820s,date
chndm_1940-66-2-a_d,object,1870s,date
chndm_1940-76-15,object,1910s,date
chndm_1940-76-20,object,1910s,date
chndm_1940-90-18,object,1890s,date
chndm_1940-90-18,object,1900s,date
chndm_1940-93-27,object,1600s,date
chndm_1940-93-27,object,1700s,date
chndm_1940-94-6,object,1800s,date
chndm_1940-94-6,object,1900s,date
chndm_1940-96-1-a_k,object,1870s,date
chndm_1940-96-1-a_k,object,1880s,date
chndm_1941-11-2,object,1870s,date
chndm_1941-11-5,object,1870s,date
chndm_1941-11-5,object,1880s,date
chndm_1941-17-3,object,1880s,date
chndm_1941-17-3,object,1890s,date
chndm_1941-19-1,object,1820s,date
chndm_1941-19-1,object,1830s,date
chndm_1941-31-215,object,1850s,date
chndm_1941-31-250,object,1850s,date
chndm_1941-45-1-a_b,object,1770s,date
chndm_1941-45-1-a_b,object,1800s,date
chndm_1941-46-6,object,1800s,date
chndm_1941-46-6,object,1900s,date
chndm_1941-49-1,object,1890s,date
chndm_1941-51-1,object,1700s,date
chndm_1941-51-1,object,1800s,date
chndm_1941-69-172,object,1800s,date
chndm_1941-69-172,object,1900s,date
chndm_1941-69-217,object,1630s,date
chndm_1941-69-217,object,1640s,date
chndm_1941-69-233,object,1810s,date
chndm_1941-69-243,object,1780s,date
chndm_1941-69-35,object,1680s,date
chndm_1941-69-60,object,1700s,date
chndm_1941-69-86,object,1800s,date
chndm_1941-76-1-pp,object,1720s,date
chndm_1941-76-1-pp,object,1730s,date
chndm_1941-99-14,object,1880s,date
chndm_1942-50-1,object,1840s,date
chndm_1942-50-117,object,1840s,date
chndm_1942-50-13,object,1840s,date
chndm_1942-50-131,object,1880s,date
chndm_1942-50-138,object,1860s,date
chndm_1942-50-174,object,1840s,date
chndm_1942-50-207,object,1850s,date
chndm_1942-50-207,object,1860s,date
chndm_1942-50-227,object,1870s,date
chndm_1942-50-267,object,1850s,date
chndm_1942-50-271,object,1850s,date
chndm_1942-50-322,object,1840s,date
chndm_1942-50-4,object,1850s,date
chndm_1942-50-412,object,1870s,date
chndm_1942-50-426-a,object,1870s,date
chndm_1942-50-513,object,1880s,date
chndm_1942-50-79,object,1840s,date
chndm_1942-50-79,object,1850s,date
chndm_1942-7-17,object,1800s,date
chndm_1942-7-17,object,1900s,date
chndm_1942-8-5-a,object,1850s,date
chndm_1942-8-5-a,object,1890s,date
chndm_1943-33-1-15,object,1880s,date
chndm_1943-33-1-15,object,1900s,date
chndm_1943-33-1-34,object,1880s,date
chndm_1943-33-1-34,object,1900s,date
chndm_1943-46-26,object,1700s,date
chndm_1943-46-26,object,1800s,date
chndm_1943-46-30,object,1700s,date
chndm_1943-46-30,object,1800s,date
chndm_1943-46-4,object,1700s,date
chndm_1943-46-4,object,1720s,date
chndm_1943-51-103,object,1880s,date
chndm_1943-51-133,object,1880s,date
chndm_1943-51-324,object,1880s,date
chndm_1943-51-402,object,1880s,date
chndm_1943-51-402,object,1900s,date
chndm_1943-69-10,object,1600s,date
chndm_1943-69-10,object,1700s,date
chndm_1944-21-1,object,1200s,date
chndm_1944-21-1,object,1300s,date
chndm_1944-24-36-1,object,1630s,date
chndm_1944-24-36-1,object,1640s,date
chndm_1944-36-2-3,object,1640s,date
chndm_1944-36-2-3,object,1660s,date
chndm_1944-61-4,object,1890s,date
chndm_1944-61-4,object,1900s,date
chndm_1944-93-2,object,1800s,date
chndm_1944-93-2,object,1900s,date
chndm_1945-20-4-a_f,object,1820s,date
chndm_1945-3-7,object,1920s,date
chndm_1945-6-4-2,object,1550s,date
chndm_1945-6-4-2,object,1560s,date
chndm_1945-7-1-a,object,1800s,date
chndm_1945-7-1-a,object,1820s,date
chndm_1946-4-1,object,1800s,date
chndm_1946-4-1,object,1900s,date
chndm_1946-42-9-a,object,1600s,date
chndm_1946-42-9-a,object,1690s,date
chndm_1946-68-5,object,1860s,date
chndm_1947-113-1,object,1850s,date
chndm_1947-113-1,object,1870s,date
chndm_1947-121-1,object,1850s,date
chndm_1947-121-1,object,1870s,date
chndm_1947-131-114,object,1680s,date
chndm_1947-15-1,object,1500s,date
chndm_1947-15-1,object,1620s,date
chndm_1947-4-30,object,1870s,date
chndm_1947-49-12,object,1100s,date
chndm_1947-63-1-b,object,1700s,date
chndm_1947-63-1-b,object,1750s,date
chndm_1948-118-19,object,1850s,date
chndm_1948-118-19,object,1860s,date
chndm_1948-118-41,object,1600s,date
chndm_1948-118-41,object,1620s,date
chndm_1948-118-6,object,1770s,date
chndm_1948-118-6,object,1790s,date
chndm_1948-125-4-30,object,1900s,date
chndm_1948-128-18,object,1770s,date
chndm_1948-128-18,object,1820s,date
chndm_1948-128-71,object,1770s,date
chndm_1948-128-71,object,1870s,date
chndm_1948-134-3,object,1820s,date
chndm_1948-134-3,object,1830s,date
chndm_1948-134-53,object,1820s,date
chndm_1948-134-53,object,1830s,date
chndm_1948-39-3,object,1580s,date
chndm_1948-39-3,object,1590s,date
chndm_1948-40-12,object,1810s,date
chndm_1948-40-154,object,1800s,date
chndm_1948-40-154,object,1900s,date
chndm_1948-40-4,object,1810s,date
chndm_1948-40-4,object,1820s,date
chndm_1948-47-189,object,1880s,date
chndm_1948-47-189,object,1890s,date
chndm_1948-47-211,object,1870s,date
chndm_1948-47-211,object,1880s,date
chndm_1948-47-240,object,1880s,date
chndm_1948-47-244,object,1880s,date
chndm_1948-47-297,object,1880s,date
chndm_1948-47-319,object,1890s,date
chndm_1948-47-338,object,1870s,date
chndm_1948-47-338,object,1880s,date
chndm_1948-47-339,object,1870s,date
chndm_1948-47-339,object,1880s,date
chndm_1948-47-346,object,1870s,date
chndm_1948-47-346,object,1880s,date
chndm_1948-65-15,object,1870s,date
chndm_1948-65-15,object,1900s,date
chndm_1948-89-9,object,1860s,date
chndm_1949-101-1,object,1750s,date
chndm_1949-101-1,object,1760s,date
chndm_1949-119-1,object,1700s,date
chndm_1949-119-1,object,1800s,date
chndm_1949-151-14,object,1800s,date
chndm_1949-151-14,object,1900s,date
chndm_1950-102-8,object,1880s,date
chndm_1950-121-21,object,1700s,date
chndm_1950-121-21,object,1720s,date
chndm_1950-121-28-c,object,1570s,date
chndm_1950-121-28-c,object,1620s,date
chndm_1950-121-34,object,1670s,date
chndm_1950-121-34,object,1700s,date
chndm_1950-121-40,object,1700s,date
chndm_1950-121-40,object,1800s,date
chndm_1950-121-51,object,1600s,date
chndm_1950-121-51,object,1700s,date
chndm_1950-121-55,object,1670s,date
chndm_1950-121-55,object,1700s,date
chndm_1950-131-23,object,1520s,date
chndm_1950-131-64,object,1540s,date
chndm_1950-30-4,object,1500s,date
chndm_1950-5-25,object,1510s,date
chndm_1950-58-11,object,1850s,date
chndm_1950-58-11,object,1900s,date
chndm_1950-59-9,object,1810s,date
chndm_1950-59-9,object,1820s,date
chndm_1951-103-25,object,1880s,date
chndm_1951-103-54,object,1870s,date
chndm_1951-106-2,object,1870s,date
chndm_1951-106-2,object,1900s,date
chndm_1951-111-59,object,1850s,date
chndm_1951-111-59,object,1900s,date
chndm_1951-134-6,object,1700s,date
chndm_1951-134-6,object,1800s,date
chndm_1951-158-6,object,1740s,date
chndm_1951-158-6,object,1750s,date
chndm_1951-185-33-i_k,object,1800s,date
chndm_1951-185-33-i_k,object,1900s,date
chndm_1951-90-12,object,1870s,date
chndm_1952-105-27,object,1880s,date
chndm_1952-105-27,object,1890s,date
chndm_1952-127-20,object,1770s,date
chndm_1952-127-20,object,1780s,date
chndm_1952-161-37,object,1770s,date
chndm_1952-161-37,object,1810s,date
chndm_1952-164-21,object,1670s,date
chndm_1952-164-21,object,1720s,date
chndm_1952-164-35,object,1800s,date
chndm_1952-164-35,object,1900s,date
chndm_1952-166-109,object,1770s,date
chndm_1952-166-109,object,1780s,date
chndm_1952-166-43-a_b,object,1670s,date
chndm_1952-166-43-a_b,object,1720s,date
chndm_1952-166-46-b,object,1730s,date
chndm_1952-166-46-b,object,1770s,date
chndm_1952-166-98,object,1790s,date
chndm_1952-37-18,object,1570s,date
chndm_1952-37-18,object,1600s,date
chndm_1952-80-5-h,object,1780s,date
chndm_1953-106-82,object,1840s,date
chndm_1953-106-82,object,1870s,date
chndm_1953-143-33,object,1700s,date
chndm_1953-143-33,object,1800s,date
chndm_1953-176-1,object,1700s,date
chndm_1953-176-1,object,1800s,date
chndm_1953-178-42,object,1870s,date
chndm_1953-178-42,object,1890s,date
chndm_1953-179-84-10,object,1880s,date
chndm_1953-179-84-10,object,1890s,date
chndm_1953-179-85-31,object,1880s,date
chndm_1953-179-85-31,object,1900s,date
chndm_1953-179-87-8,object,1880s,date
chndm_1953-179-87-8,object,1900s,date
chndm_1953-179-88-34,object,1870s,date
chndm_1953-179-88-34,object,1900s,date
chndm_1953-179-88-68,object,1870s,date
chndm_1953-179-88-68,object,1900s,date
chndm_1953-179-89-70,object,1890s,date
chndm_1953-179-89-70,object,1900s,date
chndm_1953-20-3,object,1720s,date
chndm_1953-20-3,object,1750s,date
chndm_1953-202-1,object,1830s,date
chndm_1953-202-1,object,1850s,date
chndm_1953-206-6,object,1840s,date
chndm_1953-206-6,object,1860s,date
chndm_1953-38-6,object,1770s,date
chndm_1953-38-6,object,1820s,date
chndm_1953-48-15,object,1890s,date
chndm_1953-60-11,object,1800s,date
chndm_1953-60-11,object,1900s,date
chndm_1954-166-2-a_b,object,1570s,date
chndm_1954-166-2-a_b,object,1650s,date
chndm_1954-18-30,object,1600s,date
chndm_1954-94-1,object,1400s,date
chndm_1955-1-5,object,1800s,date
chndm_1955-1-5,object,1900s,date
chndm_1955-133-19,object,1800s,date
chndm_1955-133-19,object,1900s,date
chndm_1955-163-11,object,1750s,date
chndm_1955-163-12,object,1750s,date
chndm_1955-28-2,object,1500s,date
chndm_1955-28-2,object,1550s,date
chndm_1955-38-12-a,object,1870s,date
chndm_1955-38-12-a,object,1890s,date
chndm_1955-38-19,object,1870s,date
chndm_1955-38-25,object,1880s,date
chndm_1955-38-25,object,1890s,date
chndm_1955-38-53-d,object,1880s,date
chndm_1955-38-53-d,object,1900s,date
chndm_1955-78-14-13,object,1870s,date
chndm_1955-78-14-13,object,1890s,date
chndm_1955-78-14-30,object,1870s,date
chndm_1955-78-14-30,object,1890s,date
chndm_1955-78-14-38,object,1870s,date
chndm_1955-78-14-38,object,1890s,date
chndm_1955-89-1,object,1780s,date
chndm_1955-89-1,object,1790s,date
chndm_1956-181-113,object,1800s,date
chndm_1956-181-113,object,1900s,date
chndm_1956-181-38,object,1860s,date
chndm_1956-23-6-4,object,1560s,date
chndm_1956-23-6-4,object,1570s,date
chndm_1956-64-3,object,1610s,date
chndm_1956-64-3,object,1860s,date
chndm_1957-123-9,object,1800s,date
chndm_1957-123-9,object,1900s,date
chndm_1957-162-22,object,1600s,date
chndm_1957-162-22,object,1620s,date
chndm_1957-180-105,object,1700s,date
chndm_1957-180-105,object,1720s,date
chndm_1957-180-21,object,1700s,date
chndm_1957-180-21,object,1790s,date
chndm_1957-180-73,object,1800s,date
chndm_1957-180-73,object,1900s,date
chndm_1957-190-1,object,1820s,date
chndm_1957-190-1,object,1870s,date
chndm_1957-30-6,object,1540s,date
chndm_1957-46-61,object,1800s,date
chndm_1957-46-61,object,1810s,date
chndm_1957-58-31,object,1880s,date
chndm_1957-58-72,object,1890s,date
chndm_1957-61-46-h,object,1880s,date
chndm_1957-61-46-h,object,1890s,date
chndm_1957-66-1,object,1820s,date
chndm_1957-67-1,object,1770s,date
chndm_1957-67-1,object,1780s,date
chndm_1957-92-21,object,1800s,date
chndm_1957-92-21,object,1900s,date
chndm_1958-140-7,object,1770s,date
chndm_1958-140-7,object,1850s,date
chndm_1958-143-27,object,1750s,date
chndm_1958-143-27,object,1770s,date
chndm_1958-143-3,object,1720s,date
chndm_1958-143-3,object,1740s,date
chndm_1958-148-11-a_d,object,1850s,date
chndm_1958-148-11-a_d,object,1900s,date
chndm_1958-148-2,object,1840s,date
chndm_1958-148-2,object,1850s,date
chndm_1958-30-1,object,1600s,date
chndm_1958-30-1,object,1800s,date
chndm_1958-39-1-b_d,object,1720s,date
chndm_1958-39-1-b_d,object,1770s,date
chndm_1959-140-11,object,1770s,date
chndm_1959-140-11,object,1820s,date
chndm_1959-170-8,object,1600s,date
chndm_1959-170-8,object,1700s,date
chndm_1959-172-1,object,1800s,date
chndm_1959-172-1,object,1900s,date
chndm_1959-26-4,object,1900s,date
chndm_1959-49-11,object,1720s,date
chndm_1959-49-229,object,1890s,date
chndm_1959-56-1-f,object,1770s,date
chndm_1959-56-1-f,object,1800s,date
chndm_1959-66-306-e,object,1870s,date
chndm_1959-66-306-e,object,1920s,date
chndm_1959-66-46,object,1700s,date
chndm_1959-66-46,object,1800s,date
chndm_1960-126-1-a,object,1890s,date
chndm_1960-126-1-a,object,1900s,date
chndm_1960-128-3-8,object,1860s,date
chndm_1960-128-3-8,object,1870s,date
chndm_1960-158-1-a_c,object,1750s,date
chndm_1960-158-1-a_c,object,1790s,date
chndm_1960-164-9,object,1820s,date
chndm_1960-164-9,object,1870s,date
chndm_1960-233-3-a_h,object,1800s,date
chndm_1960-233-3-a_h,object,1900s,date
chndm_1960-249-1,object,1890s,date
chndm_1960-249-1,object,1910s,date
chndm_1960-78-1-1_102,object,1910s,date
chndm_1960-83-155,object,1890s,date
chndm_1960-83-423,object,1910s,date
chndm_1960-83-427,object,1910s,date
chndm_1960-86-1,object,1800s,date
chndm_1960-86-1,object,1820s,date
chndm_1961-1-37,object,1520s,date
chndm_1961-115-15,object,1800s,date
chndm_1961-115-15,object,1900s,date
chndm_1961-115-37,object,1800s,date
chndm_1961-115-37,object,1900s,date
chndm_1961-148-49,object,1910s,date
chndm_1961-178-1,object,1820s,date
chndm_1961-178-1,object,1830s,date
chndm_1962-143-121-61,object,1680s,date
chndm_1962-156-1-10,object,1880s,date
chndm_1962-192-8,object,1660s,date
chndm_1962-198-31,object,1720s,date
chndm_1962-198-31,object,1740s,date
chndm_1962-218-12,object,1750s,date
chndm_1962-233-7,object,1800s,date
chndm_1962-233-7,object,1900s,date
chndm_1962-50-120,object,1740s,date
chndm_1962-50-120,object,1760s,date
chndm_1962-50-136,object,1520s,date
chndm_1962-50-136,object,1570s,date
chndm_1962-50-137,object,1700s,date
chndm_1962-50-137,object,1750s,date
chndm_1962-50-262,object,1670s,date
chndm_1962-50-262,object,1720s,date
chndm_1962-50-320-c,object,1570s,date
chndm_1962-50-320-c,object,1600s,date
chndm_1962-50-64,object,1670s,date
chndm_1962-50-64,object,1700s,date
chndm_1962-50-65,object,1700s,date
chndm_1962-50-65,object,1750s,date
chndm_1962-50-76,object,1730s,date
chndm_1962-50-76,object,1760s,date
chndm_1962-55-14-a_b,object,1800s,date
chndm_1962-55-14-a_b,object,1820s,date
chndm_1962-56-13-a_b,object,1670s,date
chndm_1962-56-13-a_b,object,1700s,date
chndm_1962-56-142,object,1700s,date
chndm_1962-56-142,object,1800s,date
chndm_1962-56-26-d,object,1770s,date
chndm_1962-56-26-d,object,1790s,date
chndm_1962-56-89,object,1500s,date
chndm_1962-56-89,object,1600s,date
chndm_1962-59-1,object,1770s,date
chndm_1962-59-1,object,1780s,date
chndm_1962-59-2,object,1770s,date
chndm_1962-59-2,object,1780s,date
chndm_1962-65-2,object,1900s,date
chndm_1962-8-1-c,object,1400s,date
chndm_1962-8-1-c,object,1500s,date
chndm_1962-8-1-d,object,1400s,date
chndm_1962-8-1-d,object,1500s,date
chndm_1963-9-245,object,1520s,date
chndm_1963-9-245,object,1570s,date
chndm_1966-55-30,object,1890s,date
chndm_1966-55-30,object,1900s,date
chndm_1966-7-31,object,1850s,date
chndm_1967-10-17-b,object,1820s,date
chndm_1967-10-17-b,object,1870s,date
chndm_1967-10-3-a,object,1850s,date
chndm_1967-10-3-a,object,1860s,date
chndm_1967-10-6-a,object,1850s,date
chndm_1967-10-6-a,object,1860s,date
chndm_1967-16-5,object,1700s,date
chndm_1967-16-5,object,1800s,date
chndm_1967-16-8,object,1750s,date
chndm_1967-16-8,object,1800s,date
chndm_1967-20-43,object,1880s,date
chndm_1967-20-43,object,1890s,date
